onetcode;onet19;soccode18;soc18;stem ;soc10;isco08;isco88;cbo02;ocup cbo
29205300;Psychiatric Technicians;292053;Psychiatric Technicians;1;292053;3259;3229;#N/D;#N/D
29205500;Surgical Technologists;292055;Surgical Technologists;1;292055;3259;3229;#N/D;#N/D
29205600;Veterinary Technologists and Technicians;292056;Veterinary Technologists and Technicians;1;292056;3240;3227;#N/D;#N/D
29205700;Ophthalmic Medical Technicians;292057;Ophthalmic Medical Technicians;1;292057;3256;3221;#N/D;#N/D
29206100;Licensed Practical and Licensed Vocational Nurses;292061;Licensed Practical and Licensed Vocational Nurses;1;292061;3221;2230;223560;Enfermeiro sanitarista
29207200;Medical Records Specialists;292072;Medical Records Specialists;1;292071;3252;4143;415115;Codificador de dados
29208100;Opticians, Dispensing;292081;Opticians, Dispensing;1;292081;3254;3224;223910;Ortoptista
29209100;Orthotists and Prosthetists;292091;Orthotists and Prosthetists;1;292091;3214;3226;223605;Fisioterapeuta
29209200;Hearing Aid Specialists;292092;Hearing Aid Specialists;1;292092;3214;3226;223605;Fisioterapeuta
29209900;Health Technologists and Technicians, All Other;292099;Health Technologists and Technicians, All Other;1;292054;3259;3229;#N/D;#N/D
29209901;Neurodiagnostic Technologists;292099;Health Technologists and Technicians, All Other;1;292054;3259;3229;#N/D;#N/D
29209905;Ophthalmic Medical Technologists;292099;Health Technologists and Technicians, All Other;1;292054;3259;3229;#N/D;#N/D
29209908;Patient Representatives;292099;Health Technologists and Technicians, All Other;1;292054;3259;3229;#N/D;#N/D
29902100;Health Information Technologists and Medical Registrars;299021;Health Information Technologists and Medical Registrars;1;292071;3252;4143;415115;Codificador de dados
29909100;Athletic Trainers;299091;Athletic Trainers;1;299091;3423;3340;215315;Instrutor de vôo
29909200;Genetic Counselors;299092;Genetic Counselors;1;299092;2269;2229;223710;Nutricionista
29909300;Surgical Assistants;299093;Surgical Assistants;1;299099;3222;2230;223560;Enfermeiro sanitarista
29909900;Healthcare Practitioners and Technical Workers, All Other;299099;Healthcare Practitioners and Technical Workers, All Other;1;299099;3222;2230;223560;Enfermeiro sanitarista
29909901;Midwives;299099;Healthcare Practitioners and Technical Workers, All Other;1;299099;3222;2230;223560;Enfermeiro sanitarista
31112100;Home Health Aides;311121;Home Health Aides;0;311011;5322;5133;#N/D;#N/D
31112200;Personal Care Aides;311122;Personal Care Aides;0;399021;5322;5133;#N/D;#N/D
31113100;Nursing Assistants;311131;Nursing Assistants;0;311014;5321;5132;322235;Auxiliar de enfermagem do trabalho
31113200;Orderlies;311132;Orderlies;0;311015;5329;5132;322235;Auxiliar de enfermagem do trabalho
31113300;Psychiatric Aides;311133;Psychiatric Aides;0;311013;5321;5132;322235;Auxiliar de enfermagem do trabalho
31201100;Occupational Therapy Assistants;312011;Occupational Therapy Assistants;0;312011;3259;3229;#N/D;#N/D
31201200;Occupational Therapy Aides;312012;Occupational Therapy Aides;0;312012;5329;5132;322235;Auxiliar de enfermagem do trabalho
31202100;Physical Therapist Assistants;312021;Physical Therapist Assistants;0;312021;3255;3226;223605;Fisioterapeuta
31202200;Physical Therapist Aides;312022;Physical Therapist Aides;0;312022;5329;5132;322235;Auxiliar de enfermagem do trabalho
31901100;Massage Therapists;319011;Massage Therapists;0;319011;3255;3226;223605;Fisioterapeuta
31909100;Dental Assistants;319091;Dental Assistants;0;319091;3251;3225;322405;Técnico em higiene dental
31909200;Medical Assistants;319092;Medical Assistants;0;319092;3256;3221;#N/D;#N/D
31909300;Medical Equipment Preparers;319093;Medical Equipment Preparers;0;319093;5329;5132;322235;Auxiliar de enfermagem do trabalho
31909400;Medical Transcriptionists;319094;Medical Transcriptionists;0;319094;3344;3431;351305;Técnico de economia doméstica
31909500;Pharmacy Aides;319095;Pharmacy Aides;0;319095;5329;5132;322235;Auxiliar de enfermagem do trabalho
31909600;Veterinary Assistants and Laboratory Animal Caretakers;319096;Veterinary Assistants and Laboratory Animal Caretakers;0;319096;3240;3227;#N/D;#N/D
31909700;Phlebotomists;319097;Phlebotomists;0;319097;5329;5132;322235;Auxiliar de enfermagem do trabalho
31909900;Healthcare Support Workers, All Other;319099;Healthcare Support Workers, All Other;0;319099;3259;3229;#N/D;#N/D
31909901;Speech-Language Pathology Assistants;319099;Healthcare Support Workers, All Other;0;319099;3259;3229;#N/D;#N/D
31909902;Endoscopy Technicians;319099;Healthcare Support Workers, All Other;0;319099;3259;3229;#N/D;#N/D
33101100;First-Line Supervisors of Correctional Officers;331011;First-Line Supervisors of Correctional Officers;0;331011;5413;5163;517315;Guarda de presídio
33101200;First-Line Supervisors of Police and Detectives;331012;First-Line Supervisors of Police and Detectives;0;331012;3351;3441;#N/D;#N/D
33102100;First-Line Supervisors of Firefighting and Prevention Workers;331021;First-Line Supervisors of Firefighting and Prevention Workers;0;331021;3112;3112;312105;Técnico de obras civis
33109100;First-Line Supervisors of Security Workers;331091;First-Line Supervisors of Security Workers;0;331099;5414;5169;517330;Guarda de segurança
33109900;First-Line Supervisors of Protective Service Workers, All Other;331099;First-Line Supervisors of Protective Service Workers, All Other;0;331099;5414;5169;517330;Guarda de segurança
33201100;Firefighters;332011;Firefighters;0;332011;5411;5161;517105;Bombeiro de aeroporto
33202100;Fire Inspectors and Investigators;332021;Fire Inspectors and Investigators;0;332021;3112;3112;312105;Técnico de obras civis
33202200;Forest Fire Inspectors and Prevention Specialists;332022;Forest Fire Inspectors and Prevention Specialists;0;332022;3119;3119;311615;Técnico têxtil (fiação)
33301100;Bailiffs;333011;Bailiffs;0;333011;3411;3432;241335;Tabelião
33301200;Correctional Officers and Jailers;333012;Correctional Officers and Jailers;0;333012;5413;5163;517315;Guarda de presídio
33302100;Detectives and Criminal Investigators;333021;Detectives and Criminal Investigators;0;333021;3355;3450;242305;Delegado de polícia
33302102;Police Identification and Records Officers;333021;Detectives and Criminal Investigators;0;333021;3355;3450;242305;Delegado de polícia
33302106;Intelligence Analysts;333021;Detectives and Criminal Investigators;0;333021;3355;3450;242305;Delegado de polícia
33303100;Fish and Game Wardens;333031;Fish and Game Wardens;0;333031;5419;5169;517330;Guarda de segurança
33304100;Parking Enforcement Workers;333041;Parking Enforcement Workers;0;333041;5419;5169;517330;Guarda de segurança
33305100;Police and Sheriff's Patrol Officers;333051;Police and Sheriff's Patrol Officers;0;333051;3351;3441;#N/D;#N/D
33305104;Customs and Border Protection Officers;333051;Police and Sheriff's Patrol Officers;0;333051;3351;3441;#N/D;#N/D
33305200;Transit and Railroad Police;333052;Transit and Railroad Police;0;333052;5412;5162;517205;Agente de polícia
33901100;Animal Control Workers;339011;Animal Control Workers;0;339011;5419;5169;517330;Guarda de segurança
33902100;Private Detectives and Investigators;339021;Private Detectives and Investigators;0;339021;3411;3432;241335;Tabelião
33903100;Gambling Surveillance Officers and Gambling Investigators;339031;Gambling Surveillance Officers and Gambling Investigators;0;339031;3411;3432;241335;Tabelião
33903200;Security Guards;339032;Security Guards;0;339032;5414;5169;517330;Guarda de segurança
33909100;Crossing Guards and Flaggers;339091;Crossing Guards and Flaggers;0;339091;5419;5169;517330;Guarda de segurança
33909200;Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers;339092;Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers;0;339092;5419;5169;517330;Guarda de segurança
33909300;Transportation Security Screeners;339093;Transportation Security Screeners;0;339093;5414;5169;517330;Guarda de segurança
33909400;School Bus Monitors;339094;School Bus Monitors;0;339099;5419;5169;517330;Guarda de segurança
33909900;Protective Service Workers, All Other;339099;Protective Service Workers, All Other;0;339099;5419;5169;517330;Guarda de segurança
33909902;Retail Loss Prevention Specialists;339099;Protective Service Workers, All Other;0;339099;5419;5169;517330;Guarda de segurança
35101100;Chefs and Head Cooks;351011;Chefs and Head Cooks;0;351011;3434;5122;513205;Cozinheiro
35101200;First-Line Supervisors of Food Preparation and Serving Workers;351012;First-Line Supervisors of Food Preparation and Serving Workers;0;351012;3434;5122;513205;Cozinheiro
35201100;Cooks, Fast Food;352011;Cooks, Fast Food;0;352011;9411;5122;513205;Cozinheiro
35201200;Cooks, Institution and Cafeteria;352012;Cooks, Institution and Cafeteria;0;352012;5120;5122;513205;Cozinheiro
35201300;Cooks, Private Household;352013;Cooks, Private Household;0;352013;5120;5122;513205;Cozinheiro
35201400;Cooks, Restaurant;352014;Cooks, Restaurant;0;352014;5120;5122;513205;Cozinheiro
35201500;Cooks, Short Order;352015;Cooks, Short Order;0;352015;5120;5122;513205;Cozinheiro
35201900;Cooks, All Other;352019;Cooks, All Other;0;352019;5120;5122;513205;Cozinheiro
35202100;Food Preparation Workers;352021;Food Preparation Workers;0;352021;9412;9132;513315;Camareiro (hotel)
35301100;Bartenders;353011;Bartenders;0;353011;5132;5123;510135;Maitre
35302300;Fast Food and Counter Workers;353023;Fast Food and Counter Workers;0;353021;5246;5220;521105;Vendedor de comércio atacadista
35302301;Baristas;353023;Fast Food and Counter Workers;0;353021;5246;5220;521105;Vendedor de comércio atacadista
35303100;Waiters and Waitresses;353031;Waiters and Waitresses;0;353031;5131;5123;510135;Maitre
35304100;Food Servers, Nonrestaurant;353041;Food Servers, Nonrestaurant;0;353041;5212;9111;524310;Pipoqueiro
35901100;Dining Room and Cafeteria Attendants and Bartender Helpers;359011;Dining Room and Cafeteria Attendants and Bartender Helpers;0;359011;5246;5220;521105;Vendedor de comércio atacadista
35902100;Dishwashers;359021;Dishwashers;0;359021;9412;9132;513315;Camareiro (hotel)
35903100;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;359031;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;0;359031;5169;5149;#N/D;#N/D
35909900;Food Preparation and Serving Related Workers, All Other;359099;Food Preparation and Serving Related Workers, All Other;0;359099;9412;9132;513315;Camareiro (hotel)
37101100;First-Line Supervisors of Housekeeping and Janitorial Workers;371011;First-Line Supervisors of Housekeeping and Janitorial Workers;0;371011;5151;5121;513110;Mordomo (exceto serviço doméstico e embarcações)
37101200;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;371012;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;0;371012;6113;1311;620105;Administrador de exploração agrícola
37201100;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;372011;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;0;372011;5153;9141;510110;Administrador de edifício
37201200;Maids and Housekeeping Cleaners;372012;Maids and Housekeeping Cleaners;0;372012;9111;9131;512105;Empregada doméstica
37201900;Building Cleaning Workers, All Other;372019;Building Cleaning Workers, All Other;0;372019;7133;7143;514315;Limpador de fachadas
37202100;Pest Control Workers;372021;Pest Control Workers;0;372021;7544;7143;514315;Limpador de fachadas
37301100;Landscaping and Groundskeeping Workers;373011;Landscaping and Groundskeeping Workers;0;373011;9214;6113;612305;Horticultor
37301200;Pesticide Handlers, Sprayers, and Applicators, Vegetation;373012;Pesticide Handlers, Sprayers, and Applicators, Vegetation;0;373012;7544;7143;514315;Limpador de fachadas
37301300;Tree Trimmers and Pruners;373013;Tree Trimmers and Pruners;0;373013;6113;1311;620105;Administrador de exploração agrícola
37301900;Grounds Maintenance Workers, All Other;373019;Grounds Maintenance Workers, All Other;0;373019;9214;6113;612305;Horticultor
39101300;First-Line Supervisors of Gambling Services Workers;391013;First-Line Supervisors of Gambling Services Workers;0;391011;4212;4211;421125;Operador de caixa
39101400;First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services;391014;First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services;0;391021;3423;3340;215315;Instrutor de vôo
39102200;First-Line Supervisors of Personal Service Workers;391022;First-Line Supervisors of Personal Service Workers;0;391021;3423;3340;215315;Instrutor de vôo
39201100;Animal Trainers;392011;Animal Trainers;0;392011;5164;5139;521130;Auxiliar de farmácia
39202100;Animal Caretakers;392021;Animal Caretakers;0;392021;5164;5139;521130;Auxiliar de farmácia
39301100;Gambling Dealers;393011;Gambling Dealers;0;393011;4212;4211;421125;Operador de caixa
39301200;Gambling and Sports Book Writers and Runners;393012;Gambling and Sports Book Writers and Runners;0;393012;4212;4211;421125;Operador de caixa
39301900;Gambling Service Workers, All Other;393019;Gambling Service Workers, All Other;0;393019;4212;4211;421125;Operador de caixa
39302100;Motion Picture Projectionists;393021;Motion Picture Projectionists;0;393021;9629;9152;510120;Chefe de portaria (hotel)
39303100;Ushers, Lobby Attendants, and Ticket Takers;393031;Ushers, Lobby Attendants, and Ticket Takers;0;393031;9629;9152;510120;Chefe de portaria (hotel)
39309100;Amusement and Recreation Attendants;393091;Amusement and Recreation Attendants;0;393091;8343;8333;782130;Operador de ponte rolante
39309200;Costume Attendants;393092;Costume Attendants;0;393092;3435;1229;131305;Diretor de estabelecimento de ensino superior
39309300;Locker Room, Coatroom, and Dressing Room Attendants;393093;Locker Room, Coatroom, and Dressing Room Attendants;0;393093;9629;9152;510120;Chefe de portaria (hotel)
39309900;Entertainment Attendants and Related Workers, All Other;393099;Entertainment Attendants and Related Workers, All Other;0;393099;3435;1229;131305;Diretor de estabelecimento de ensino superior
39401100;Embalmers;394011;Embalmers;0;394011;5163;5143;516505;Agente funerário
39401200;Crematory Operators;394012;Crematory Operators;0;399099;5162;5142;#N/D;#N/D
39402100;Funeral Attendants;394021;Funeral Attendants;0;394021;5163;5143;516505;Agente funerário
39403100;Morticians, Undertakers, and Funeral Arrangers;394031;Morticians, Undertakers, and Funeral Arrangers;0;394031;5163;5143;516505;Agente funerário
39501100;Barbers;395011;Barbers;0;395011;5141;5141;516110;Cabeleireiro
39501200;Hairdressers, Hairstylists, and Cosmetologists;395012;Hairdressers, Hairstylists, and Cosmetologists;0;395012;5141;5141;516110;Cabeleireiro
39509100;Makeup Artists, Theatrical and Performance;395091;Makeup Artists, Theatrical and Performance;0;395091;5142;5141;516110;Cabeleireiro
39509200;Manicurists and Pedicurists;395092;Manicurists and Pedicurists;0;395092;5142;5141;516110;Cabeleireiro
39509300;Shampooers;395093;Shampooers;0;395093;5142;5141;516110;Cabeleireiro
39509400;Skincare Specialists;395094;Skincare Specialists;0;395094;5142;5141;516110;Cabeleireiro
39601100;Baggage Porters and Bellhops;396011;Baggage Porters and Bellhops;0;396011;9621;9151;412205;Contínuo
39601200;Concierges;396012;Concierges;0;396012;4224;4222;422125;Recepcionista de banco
39701100;Tour Guides and Escorts;397011;Tour Guides and Escorts;0;397011;5113;5113;511405;Guia de turismo (excursão nacional)
39701200;Travel Guides;397012;Travel Guides;0;397012;5113;5113;511405;Guia de turismo (excursão nacional)
39901100;Childcare Workers;399011;Childcare Workers;0;399011;5311;5131;516205;Babá
39901101;Nannies;399011;Childcare Workers;0;399011;5311;5131;516205;Babá
39903100;Exercise Trainers and Group Fitness Instructors;399031;Exercise Trainers and Group Fitness Instructors;0;399031;3423;3340;215315;Instrutor de vôo
39903200;Recreation Workers;399032;Recreation Workers;0;399032;5169;5149;#N/D;#N/D
39904100;Residential Advisors;399041;Residential Advisors;0;399041;5169;5149;#N/D;#N/D
39909900;Personal Care and Service Workers, All Other;399099;Personal Care and Service Workers, All Other;0;399099;5162;5142;#N/D;#N/D
41101100;First-Line Supervisors of Retail Sales Workers;411011;First-Line Supervisors of Retail Sales Workers;0;411011;5222;5220;521105;Vendedor de comércio atacadista
41101200;First-Line Supervisors of Non-Retail Sales Workers;411012;First-Line Supervisors of Non-Retail Sales Workers;0;411012;2433;3415;520110;Supervisor de vendas (comércio atacadista)
41201100;Cashiers;412011;Cashiers;0;412011;5230;4211;421125;Operador de caixa
41201200;Gambling Change Persons and Booth Cashiers;412012;Gambling Change Persons and Booth Cashiers;0;412012;5230;4211;421125;Operador de caixa
41202100;Counter and Rental Clerks;412021;Counter and Rental Clerks;0;412021;5249;5220;521105;Vendedor de comércio atacadista
41202200;Parts Salespersons;412022;Parts Salespersons;0;412022;5223;5220;521105;Vendedor de comércio atacadista
41203100;Retail Salespersons;412031;Retail Salespersons;0;412031;5223;5220;521105;Vendedor de comércio atacadista
41301100;Advertising Sales Agents;413011;Advertising Sales Agents;0;413011;3339;2419;252105;Administrador
41302100;Insurance Sales Agents;413021;Insurance Sales Agents;0;413021;3321;3412;351720;Assistente técnico de seguros
41303100;Securities, Commodities, and Financial Services Sales Agents;413031;Securities, Commodities, and Financial Services Sales Agents;0;413031;3311;3411;253305;Operador de câmbio
41304100;Travel Agents;413041;Travel Agents;0;413041;3339;2419;252105;Administrador
41309100;Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel;413091;Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel;0;413099;3322;3415;520110;Supervisor de vendas (comércio atacadista)
41401100;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;414011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;1;414011;2433;3415;520110;Supervisor de vendas (comércio atacadista)
41401107;Solar Sales Representatives and Assessors;414011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;1;414011;2433;3415;520110;Supervisor de vendas (comércio atacadista)
41401200;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;414012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;0;414012;3322;3415;520110;Supervisor de vendas (comércio atacadista)
41901100;Demonstrators and Product Promoters;419011;Demonstrators and Product Promoters;0;419011;5242;5220;521105;Vendedor de comércio atacadista
41901200;Models;419012;Models;0;419012;5241;5210;376410;Modelo de modas
41902100;Real Estate Brokers;419021;Real Estate Brokers;0;419021;3334;3413;354605;Corretor de imóveis
41902200;Real Estate Sales Agents;419022;Real Estate Sales Agents;0;419022;3334;3413;354605;Corretor de imóveis
41903100;Sales Engineers;419031;Sales Engineers;1;419031;2434;3415;520110;Supervisor de vendas (comércio atacadista)
41904100;Telemarketers;419041;Telemarketers;0;419041;5244;9113;422315;Operador de telemarketing
41909100;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;419091;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;0;419091;5211;5230;#N/D;#N/D
41909900;Sales and Related Workers, All Other;419099;Sales and Related Workers, All Other;0;419099;3339;2419;252105;Administrador
43101100;First-Line Supervisors of Office and Administrative Support Workers;431011;First-Line Supervisors of Office and Administrative Support Workers;0;431011;3341;3431;351305;Técnico de economia doméstica
43201100;Switchboard Operators, Including Answering Service;432011;Switchboard Operators, Including Answering Service;0;432011;4223;4223;422205;Telefonista
43202100;Telephone Operators;432021;Telephone Operators;0;432021;4223;4223;422205;Telefonista
43209900;Communications Equipment Operators, All Other;432099;Communications Equipment Operators, All Other;0;274013;3521;3131;261815;Fotógrafo retratista
43301100;Bill and Account Collectors;433011;Bill and Account Collectors;0;433011;4214;4215;413230;Analista de crédito e cobrança
43302100;Billing and Posting Clerks;433021;Billing and Posting Clerks;0;433021;4311;4121;413110;Auxiliar de contabilidade
43303100;Bookkeeping, Accounting, and Auditing Clerks;433031;Bookkeeping, Accounting, and Auditing Clerks;0;433031;3313;3433;351105;Técnico de contabilidade
43304100;Gambling Cage Workers;433041;Gambling Cage Workers;0;433041;4212;4211;421125;Operador de caixa
43305100;Payroll and Timekeeping Clerks;433051;Payroll and Timekeeping Clerks;0;433051;4313;4121;413110;Auxiliar de contabilidade
43306100;Procurement Clerks;433061;Procurement Clerks;0;433061;4110;4190;#N/D;#N/D
43307100;Tellers;433071;Tellers;0;433071;4211;4211;421125;Operador de caixa
43309900;Financial Clerks, All Other;433099;Financial Clerks, All Other;0;433099;4213;4214;#N/D;#N/D
43401100;Brokerage Clerks;434011;Brokerage Clerks;0;434011;4312;4122;353225;Operador de produtos (financeiros)
43402100;Correspondence Clerks;434021;Correspondence Clerks;0;434021;4225;4222;422125;Recepcionista de banco
43403100;Court, Municipal, and License Clerks;434031;Court, Municipal, and License Clerks;0;434031;3354;3444;352205;Agente de defesa florestal
43404100;Credit Authorizers, Checkers, and Clerks;434041;Credit Authorizers, Checkers, and Clerks;0;434041;4312;4122;353225;Operador de produtos (financeiros)
43405100;Customer Service Representatives;434051;Customer Service Representatives;0;434051;4222;4222;422125;Recepcionista de banco
43406100;Eligibility Interviewers, Government Programs;434061;Eligibility Interviewers, Government Programs;0;434061;3353;3443;254405;Fiscal de tributos da Fazenda Pública
43407100;File Clerks;434071;File Clerks;0;434071;4415;4141;371105;Auxiliar de biblioteca
43408100;Hotel, Motel, and Resort Desk Clerks;434081;Hotel, Motel, and Resort Desk Clerks;0;434081;4224;4222;422125;Recepcionista de banco
43411100;Interviewers, Except Eligibility and Loan;434111;Interviewers, Except Eligibility and Loan;0;434111;4227;4190;#N/D;#N/D
43412100;Library Assistants, Clerical;434121;Library Assistants, Clerical;0;434121;4411;4141;371105;Auxiliar de biblioteca
43413100;Loan Interviewers and Clerks;434131;Loan Interviewers and Clerks;0;434131;4312;4122;353225;Operador de produtos (financeiros)
43414100;New Accounts Clerks;434141;New Accounts Clerks;0;434141;4312;4122;353225;Operador de produtos (financeiros)
43415100;Order Clerks;434151;Order Clerks;0;434151;4419;4190;#N/D;#N/D
43416100;Human Resources Assistants, Except Payroll and Timekeeping;434161;Human Resources Assistants, Except Payroll and Timekeeping;0;434161;4416;4190;#N/D;#N/D
43417100;Receptionists and Information Clerks;434171;Receptionists and Information Clerks;0;434171;4225;4222;422125;Recepcionista de banco
43418100;Reservation and Transportation Ticket Agents and Travel Clerks;434181;Reservation and Transportation Ticket Agents and Travel Clerks;0;434181;4221;3414;354815;Agente de viagem
43419900;Information and Record Clerks, All Other;434199;Information and Record Clerks, All Other;0;434199;4229;4222;422125;Recepcionista de banco
43501100;Cargo and Freight Agents;435011;Cargo and Freight Agents;0;435011;3324;3421;#N/D;#N/D
43501101;Freight Forwarders;435011;Cargo and Freight Agents;0;435011;3324;3421;#N/D;#N/D
43502100;Couriers and Messengers;435021;Couriers and Messengers;0;435021;4412;4142;415210;Classificador de correspondência
43503100;Public Safety Telecommunicators;435031;Public Safety Telecommunicators;0;435031;5419;5169;517330;Guarda de segurança
43503200;Dispatchers, Except Police, Fire, and Ambulance;435032;Dispatchers, Except Police, Fire, and Ambulance;0;435032;4323;4133;342410;Agente de movimento (ferrovias)
43504100;Meter Readers, Utilities;435041;Meter Readers, Utilities;0;435041;9623;9153;519940;Distribuidor (coletor de fichas telefônicas)
43505100;Postal Service Clerks;435051;Postal Service Clerks;0;435051;4412;4142;415210;Classificador de correspondência
43505200;Postal Service Mail Carriers;435052;Postal Service Mail Carriers;0;435052;4412;4142;415210;Classificador de correspondência
43505300;Postal Service Mail Sorters, Processors, and Processing Machine Operators;435053;Postal Service Mail Sorters, Processors, and Processing Machine Operators;0;435053;4412;4142;415210;Classificador de correspondência
43506100;Production, Planning, and Expediting Clerks;435061;Production, Planning, and Expediting Clerks;0;435061;4322;4132;414205;Apontador de mão-de-obra
43507100;Shipping, Receiving, and Inventory Clerks;435071;Shipping, Receiving, and Inventory Clerks;0;435071;3331;3422;342210;Despachante aduaneiro
43511100;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;435111;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;0;435111;4321;4131;414105;Almoxarife
43601100;Executive Secretaries and Executive Administrative Assistants;436011;Executive Secretaries and Executive Administrative Assistants;0;436011;3343;3431;351305;Técnico de economia doméstica
43601200;Legal Secretaries and Administrative Assistants;436012;Legal Secretaries and Administrative Assistants;0;436012;3342;3431;351305;Técnico de economia doméstica
43601300;Medical Secretaries and Administrative Assistants;436013;Medical Secretaries and Administrative Assistants;0;436013;3344;3431;351305;Técnico de economia doméstica
43601400;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;436014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;0;436014;4120;4115;252305;Secretário executivo
43902100;Data Entry Keyers;439021;Data Entry Keyers;0;439021;4132;4113;411010;Agente administrativo
43902200;Word Processors and Typists;439022;Word Processors and Typists;0;439022;4131;4111;412105;Datilógrafo
43903100;Desktop Publishers;439031;Desktop Publishers;0;439031;7321;7341;768615;Compositor manual
43904100;Insurance Claims and Policy Processing Clerks;439041;Insurance Claims and Policy Processing Clerks;0;439041;4312;4122;353225;Operador de produtos (financeiros)
43905100;Mail Clerks and Mail Machine Operators, Except Postal Service;439051;Mail Clerks and Mail Machine Operators, Except Postal Service;0;439051;4412;4142;415210;Classificador de correspondência
43906100;Office Clerks, General;439061;Office Clerks, General;0;439061;4110;4190;#N/D;#N/D
43907100;Office Machine Operators, Except Computer;439071;Office Machine Operators, Except Computer;0;439071;4415;4141;371105;Auxiliar de biblioteca
43908100;Proofreaders and Copy Markers;439081;Proofreaders and Copy Markers;0;439081;4413;4143;415115;Codificador de dados
43911100;Statistical Assistants;439111;Statistical Assistants;0;439111;3314;3434;424125;Técnico de estatística
43919900;Office and Administrative Support Workers, All Other;439199;Office and Administrative Support Workers, All Other;0;439199;4419;4190;#N/D;#N/D
45101100;First-Line Supervisors of Farming, Fishing, and Forestry Workers;451011;First-Line Supervisors of Farming, Fishing, and Forestry Workers;0;451011;6111;1311;620105;Administrador de exploração agrícola
45201100;Agricultural Inspectors;452011;Agricultural Inspectors;0;452011;7515;7415;848405;Degustador de café
45202100;Animal Breeders;452021;Animal Breeders;0;452021;6121;1311;620105;Administrador de exploração agrícola
45204100;Graders and Sorters, Agricultural Products;452041;Graders and Sorters, Agricultural Products;0;452041;7515;7415;848405;Degustador de café
45209100;Agricultural Equipment Operators;452091;Agricultural Equipment Operators;0;452091;6111;1311;620105;Administrador de exploração agrícola
45209200;Farmworkers and Laborers, Crop, Nursery, and Greenhouse;452092;Farmworkers and Laborers, Crop, Nursery, and Greenhouse;0;452092;6310;6210;#N/D;#N/D
45209300;Farmworkers, Farm, Ranch, and Aquacultural Animals;452093;Farmworkers, Farm, Ranch, and Aquacultural Animals;0;452093;6320;6210;#N/D;#N/D
45209900;Agricultural Workers, All Other;452099;Agricultural Workers, All Other;0;452099;9211;9211;622020;Trabalhador agrícola polivalente
45303100;Fishing and Hunting Workers;453031;Fishing and Hunting Workers;0;453011;6222;1311;620105;Administrador de exploração agrícola
45401100;Forest and Conservation Workers;454011;Forest and Conservation Workers;0;454011;6210;1311;620105;Administrador de exploração agrícola
45402100;Fallers;454021;Fallers;0;454021;6210;1311;620105;Administrador de exploração agrícola
45402200;Logging Equipment Operators;454022;Logging Equipment Operators;0;454022;6210;1311;620105;Administrador de exploração agrícola
45402300;Log Graders and Scalers;454023;Log Graders and Scalers;0;454023;6210;1311;620105;Administrador de exploração agrícola
45402900;Logging Workers, All Other;454029;Logging Workers, All Other;0;454029;6210;1311;620105;Administrador de exploração agrícola
47101100;First-Line Supervisors of Construction Trades and Extraction Workers;471011;First-Line Supervisors of Construction Trades and Extraction Workers;0;471011;3123;1223;121010;Diretor de estabelecimento de ensino (exceto ensino superior)
47101103;Solar Energy Installation Managers;471011;First-Line Supervisors of Construction Trades and Extraction Workers;0;471011;3123;1223;121010;Diretor de estabelecimento de ensino (exceto ensino superior)
47201100;Boilermakers;472011;Boilermakers;0;472011;7213;7213;724225;Riscador de chapas
47202100;Brickmasons and Blockmasons;472021;Brickmasons and Blockmasons;0;472021;7112;7122;715230;Pedreiro de edificações
47202200;Stonemasons;472022;Stonemasons;0;472022;7113;7113;711115;Destroçador de pedras
47203100;Carpenters;472031;Carpenters;0;472031;7115;7124;715525;Carpinteiro (obras)
47204100;Carpet Installers;472041;Carpet Installers;0;472041;7122;7132;716525;Marmorista (construção)
47204200;Floor Layers, Except Carpet, Wood, and Hard Tiles;472042;Floor Layers, Except Carpet, Wood, and Hard Tiles;0;472042;7122;7132;716525;Marmorista (construção)
47204300;Floor Sanders and Finishers;472043;Floor Sanders and Finishers;0;472043;7122;7132;716525;Marmorista (construção)
47204400;Tile and Stone Setters;472044;Tile and Stone Setters;0;472044;7122;7132;716525;Marmorista (construção)
